Chromosome	Start	Stop	Length	Strand	Gene Symbol	gene_id	gene_name	gene_type	havana_gene	hgnc_id	level	ont	A1	A2	A3	A5	HD4	H5	H6	A4	H1	H2
20	3162617	3173550	10933	-	ENSG00000088899.16	ENSG00000088899.16	LZTS3	protein_coding	OTTHUMG00000031735.3	HGNC:30139	2	---	2	2	8	10	14	10	18	1	3	4
20	21303331	21389826	86495	+	ENSG00000088930.8	ENSG00000088930.8	XRN2	protein_coding	OTTHUMG00000032025.4	HGNC:12836	2	---	1727.93	3049.88	4365.96	1403.78	5444.94	6987.87	4623.92	609	2437.98	2711.96
20	21125983	21246623	120640	+	ENSG00000088970.16	ENSG00000088970.16	KIZ	protein_coding	OTTHUMG00000032020.6	HGNC:15865	2 | 3	---	209	286	657.999	204	651	812	875.001	167	444	357.999
12	120469850	120498494	28644	+	ENSG00000088986.11	ENSG00000088986.11	DYNLL1	protein_coding	OTTHUMG00000169368.5	HGNC:15476	2	---	154	133	419	580	707.001	584.001	869.001	519.999	191	389
12	117038923	117099480	60557	-	ENSG00000088992.18	ENSG00000088992.18	TESC	protein_coding	OTTHUMG00000144168.5	HGNC:26065	1 | 2 | 3	---	246	46	717	240	186	191	244	210	80	101
20	17941597	17968981	27384	-	ENSG00000089006.17	ENSG00000089006.17	SNX5	protein_coding	OTTHUMG00000031953.10	HGNC:14969	2	---	33	18	331.981	106	628.898	647.986	560.917	220.96	152	109.909
12	112405189	112418839	13650	-	ENSG00000089009.16	ENSG00000089009.16	RPL6	protein_coding	OTTHUMG00000169685.4	HGNC:10362	2	---	557.604	317.363	3113.87	1823.71	1402.67	2035.05	1643.94	3593.81	370.469	758.972
20	1629152	1657780	28628	-	ENSG00000089012.14	ENSG00000089012.14	SIRPG	protein_coding	OTTHUMG00000031680.5	HGNC:15757	2 | 3	---	1	6	1	3	37	77	18	5	11	12
12	111842228	111902223	59995	+	ENSG00000089022.14	ENSG00000089022.14	MAPKAPK5	protein_coding	OTTHUMG00000169605.7	HGNC:6889	2	---	67.6412	76.3819	181.837	60	275.073	307.692	369.884	93	76.0565	130.706
12	121132819	121188033	55214	+	ENSG00000089041.17	ENSG00000089041.17	P2RX7	protein_coding	OTTHUMG00000169153.6	HGNC:8537	2	---	7.99488	2	57.4853	5.06166e-07	35.262	34.2091	17	55.562	23	6
20	13714322	13784920	70598	-	ENSG00000089048.15	ENSG00000089048.15	ESF1	protein_coding	OTTHUMG00000031906.1	HGNC:15898	2	---	2	5	11	1	34	40	33	8	12	4
20	18486540	18497226	10686	-	ENSG00000089050.16	ENSG00000089050.16	RBBP9	protein_coding	OTTHUMG00000031972.5	HGNC:9892	2	---	13	3	97	3	49	44	61	27	6	11
12	121308245	121399897	91652	-	ENSG00000089053.13	ENSG00000089053.13	ANAPC5	protein_coding	OTTHUMG00000169157.4	HGNC:15713	1 | 2	---	234	558	967.998	394	1423	1411	1394	573	530	679
20	4852356	5010294	157938	-	ENSG00000089057.15	ENSG00000089057.15	SLC23A2	protein_coding	OTTHUMG00000031793.4	HGNC:10973	2	---	96	112	340	54	1172.01	749.997	830	55	700.001	352
12	113298759	113359494	60735	-	ENSG00000089060.12	ENSG00000089060.12	SLC8B1	protein_coding	OTTHUMG00000169566.5	HGNC:26175	2 | 3	---	422	868.002	1096	1138	2132	2386.01	1879.01	458	1410	878.999
20	5068232	5113104	44872	-	ENSG00000089063.15	ENSG00000089063.15	TMEM230	protein_coding	OTTHUMG00000031796.5	HGNC:15876	2	---	357.001	195	1099.99	411.001	1066.99	1025.01	1233.01	566.997	346.001	610.003
20	18383367	18467282	83915	-	ENSG00000089091.17	ENSG00000089091.17	DZANK1	protein_coding	OTTHUMG00000031968.7	HGNC:15858	2	---	1	6	14	0	9	9	14	4	6	9
12	121429096	121581024	151928	-	ENSG00000089094.20	ENSG00000089094.20	KDM2B	protein_coding	OTTHUMG00000169071.5	HGNC:13610	1 | 2 | 3	---	30.064	86.6525	260.685	98.0745	464.869	362.343	307.419	177.637	91.298	89.5548
20	13389392	13638933	249541	-	ENSG00000089123.16	ENSG00000089123.16	TASP1	protein_coding	OTTHUMG00000031904.4	HGNC:15859	2	---	3	2	14	0	40	37	35	3	8	13
12	112905856	112933220	27364	+	ENSG00000089127.15	ENSG00000089127.15	OAS1	protein_coding	OTTHUMG00000169792.7	HGNC:8086	1 | 2	---	1775	48	275	86	3986.01	1697	579	7908	14287	419
12	120127202	120194716	67514	-	ENSG00000089154.11	ENSG00000089154.11	GCN1	protein_coding	OTTHUMG00000169338.3	HGNC:4199	2	---	16	34	169	27	480	475	436	83	116	134
12	120196699	120201236	4537	-	ENSG00000089157.16	ENSG00000089157.16	RPLP0	protein_coding	OTTHUMG00000169317.10	HGNC:10371	1 | 2 | 3	---	219.086	70.0346	2854.57	1436.4	793.553	1277.23	852.621	2923.9	224.918	449.329
12	120210439	120265772	55333	-	ENSG00000089159.17	ENSG00000089159.17	PXN	protein_coding	OTTHUMG00000169169.9	HGNC:9718	1 | 2 | 3	---	10542.1	15536.3	18815.9	16462.7	28042.5	27138.7	21442.5	8168.76	14724.6	10418
12	120302316	120313250	10934	+	ENSG00000089163.4	ENSG00000089163.4	SIRT4	protein_coding	OTTHUMG00000169028.3	HGNC:14932	2	---	0	0	2	0	4	3	2	1	2	0
12	112570380	112898882	328502	+	ENSG00000089169.15	ENSG00000089169.15	RPH3A	protein_coding	OTTHUMG00000169713.15	HGNC:17056	1 | 2	---	4183.07	2682.99	499.999	846.004	11	315	20	179	24	8
20	16272104	16573449	301345	-	ENSG00000089177.19	ENSG00000089177.19	KIF16B	protein_coding	OTTHUMG00000031927.4	HGNC:15869	2 | 3	---	23	14	15	14	10	51	65	8	7	13
20	5937228	5950559	13331	-	ENSG00000089195.15	ENSG00000089195.15	TRMT6	protein_coding	OTTHUMG00000031816.3	HGNC:20900	2 | 3	---	43	19	139	51	79	76	98	84.9999	12	26
12	118136124	118145585	9461	+	ENSG00000089220.5	ENSG00000089220.5	PEBP1	protein_coding	OTTHUMG00000168860.2	HGNC:8630	2	---	5	2	145	43	158	164	80	108	21	24
12	111642146	111685957	43811	-	ENSG00000089234.16	ENSG00000089234.16	BRAP	protein_coding	OTTHUMG00000169600.5	HGNC:1099	1 | 2	---	354	466	766.999	406.001	1140	1050	1034	431	408	503
12	112013348	112023450	10102	+	ENSG00000089248.7	ENSG00000089248.7	ERP29	protein_coding	OTTHUMG00000169637.4	HGNC:13799	1 | 2	---	326.922	95.1738	1702.95	311	1956.96	1696.01	1217.04	1117	569.835	510.935
16	31180138	31191606	11468	+	ENSG00000089280.19	ENSG00000089280.19	FUS	protein_coding	OTTHUMG00000132395.5	HGNC:4010	2	---	1576.58	2493.47	5320.47	2342.99	5940.44	7130.23	7019.78	1870.96	3784.69	2782.1
X	70133447	70166325	32878	+	ENSG00000089289.16	ENSG00000089289.16	IGBP1	protein_coding	OTTHUMG00000021767.2	HGNC:5461	2	---	843.008	599.974	1740.91	992.96	1129.97	1096.91	1099.01	1126.92	487.985	786.881
19	35154730	35169882	15152	+	ENSG00000089327.15	ENSG00000089327.15	FXYD5	protein_coding	OTTHUMG00000048092.3	HGNC:4029	1 | 2	---	991	413	2130	2862.99	1174	1068	1199	1581	558	449.999
19	34677639	34686398	8759	+	ENSG00000089335.22	ENSG00000089335.22	ZNF302	protein_coding	OTTHUMG00000163329.8	HGNC:13848	1 | 2 | 3	---	5	9	51	8	121	144	217	29	31	29
19	34994784	35026472	31688	+	ENSG00000089351.15	ENSG00000089351.15	GRAMD1A	protein_coding	OTTHUMG00000182464.5	HGNC:29305	1 | 2	---	4705.01	3883	6398.96	6010.99	4710.96	5655.07	4485.97	3664.97	3010	2792.99
X	66162671	66268868	106197	+	ENSG00000089472.18	ENSG00000089472.18	HEPH	protein_coding	OTTHUMG00000021732.6	HGNC:4866	1 | 2	---	0	26	0	0	27	26	0	9	25	0
16	4510669	4538829	28160	-	ENSG00000089486.17	ENSG00000089486.17	CDIP1	protein_coding	OTTHUMG00000177172.6	HGNC:13234	1 | 2	---	81	96	228	199	591.001	453	511	73	171	243
16	66566393	66579138	12745	+	ENSG00000089505.18	ENSG00000089505.18	CMTM1	protein_coding	OTTHUMG00000137502.5	HGNC:19172	1 | 2	---	74.1224	125.452	66.2905	45.0636	293.93	262.013	167.475	57.8229	139.734	90.5862
17	42156891	42181143	24252	-	ENSG00000089558.9	ENSG00000089558.9	KCNH4	protein_coding	OTTHUMG00000180106.4	HGNC:6253	2	---	0	1	0	0	1	4	4	0	1	1
11	62624826	62646727	21901	-	ENSG00000089597.18	ENSG00000089597.18	GANAB	protein_coding	OTTHUMG00000167696.7	HGNC:4138	1 | 2 | 3	---	470.999	932.999	1990.99	852.004	3141.97	2938.01	2719.97	992.999	1038	1258.01
19	19629476	19643658	14182	-	ENSG00000089639.11	ENSG00000089639.11	GMIP	protein_coding	OTTHUMG00000182329.3	HGNC:24852	2	---	6672.96	10726.9	11276.9	7214.79	14860.8	16495.6	12511.4	2986.02	9394.18	5467.13
X	107061885	107118824	56939	-	ENSG00000089682.17	ENSG00000089682.17	RBM41	protein_coding	OTTHUMG00000022156.4	HGNC:25617	2	---	24	12	70	20	205	222	217	31	55	38
17	78214186	78225637	11451	+	ENSG00000089685.15	ENSG00000089685.15	BIRC5	protein_coding	OTTHUMG00000177505.9	HGNC:593	2	---	3	1	169	8	5	3	1	38	7	3
12	6772512	6778456	5944	+	ENSG00000089692.9	ENSG00000089692.9	LAG3	protein_coding	OTTHUMG00000169197.2	HGNC:6476	2	---	1	0	2	1	17	7	20	4	8	3
12	6747996	6767476	19480	-	ENSG00000089693.11	ENSG00000089693.11	MLF2	protein_coding	OTTHUMG00000168717.5	HGNC:7126	2	---	3097.02	2492.01	7074.22	7269.98	5994.9	6512.96	6191.02	2941	2404	4012
14	94026340	94048931	22591	+	ENSG00000089723.10	ENSG00000089723.10	OTUB2	protein_coding	OTTHUMG00000171300.2	HGNC:20351	2	---	0	0	5.22996	3	2.15912e-41	1.20018	2.16766	1.39694	0	2
14	94048287	94081203	32916	-	ENSG00000089737.18	ENSG00000089737.18	DDX24	protein_coding	OTTHUMG00000171301.3	HGNC:13266	1 | 2 | 3	---	182	179	668.769	120	1364	1386.8	1331.83	335.603	326	421
14	64449106	64505214	56108	-	ENSG00000089775.12	ENSG00000089775.12	ZBTB25	protein_coding	OTTHUMG00000141310.3	HGNC:13112	1 | 2	---	15	17	50.0191	17	80.0979	100.257	81.0436	49	28	28
12	8076939	8097882	20943	+	ENSG00000089818.18	ENSG00000089818.18	NECAP1	protein_coding	OTTHUMG00000168568.6	HGNC:24539	1 | 2	---	372	475.348	1783	395	1429	2003.64	1710	412.999	963.823	549.865
X	153907367	153935000	27633	-	ENSG00000089820.17	ENSG00000089820.17	ARHGAP4	protein_coding	OTTHUMG00000024226.47	HGNC:674	2	---	3672.96	4159	9146.97	10174.2	9056.1	9691.13	7874.94	3151.01	3744.4	3583.96
19	4182689	4224815	42126	+	ENSG00000089847.13	ENSG00000089847.13	ANKRD24	protein_coding	OTTHUMG00000181865.3	HGNC:29424	2	---	1	2	6	4	4	3	6	4	3	0
10	125836337	125896437	60100	-	ENSG00000089876.12	ENSG00000089876.12	DHX32	protein_coding	OTTHUMG00000019238.4	HGNC:16717	2	---	4	1.52042	16.1102	6.0491	49.1845	52.1736	37.3534	21.2983	18	13.1274
14	102592649	102730562	137913	+	ENSG00000089902.10	ENSG00000089902.10	RCOR1	protein_coding	OTTHUMG00000171778.5	HGNC:17441	2	---	1388	1828	3010	662	4846	4903	4074	552	2178	1838
14	76151916	76254343	102427	+	ENSG00000089916.18	ENSG00000089916.18	GPATCH2L	protein_coding	OTTHUMG00000171490.5	HGNC:20210	1 | 2 | 3	---	358.999	897.996	991.002	323	1675.01	2115	1681.01	379	954	565
19	40592883	40629819	36936	+	ENSG00000090006.18	ENSG00000090006.18	LTBP4	protein_coding	OTTHUMG00000182635.12	HGNC:6717	2	---	2	11	42	37	45	58	42	23	26	13
19	40447765	40465765	18000	-	ENSG00000090013.11	ENSG00000090013.11	BLVRB	protein_coding	OTTHUMG00000182593.4	HGNC:1063	1 | 2	---	128	155	539.999	511.001	214	258	177	490.999	138	155
1	27098809	27166982	68173	-	ENSG00000090020.11	ENSG00000090020.11	SLC9A1	protein_coding	OTTHUMG00000004271.5	HGNC:11071	2	---	912.994	1145	1323.02	1044	2474.99	2048.01	1573	434	1064	554.999
9	92000087	92115414	115327	-	ENSG00000090054.16	ENSG00000090054.16	SPTLC1	protein_coding	OTTHUMG00000021047.3	HGNC:11277	2	---	675.204	1148.48	950.94	609.676	1481.56	1556.12	1762.43	451.661	724.243	749.137
14	96501433	96567117	65684	+	ENSG00000090060.19	ENSG00000090060.19	PAPOLA	protein_coding	OTTHUMG00000171441.5	HGNC:14981	1 | 2	---	3206	5171.98	6947.96	3756.02	12033	11795	10108	2949.99	4725.04	4308.99
14	99481169	99535045	53876	+	ENSG00000090061.17	ENSG00000090061.17	CCNK	protein_coding	OTTHUMG00000171495.2	HGNC:1596	2	---	590.264	910.707	1862.27	969.502	1894.07	2058.83	1895.15	1066.56	965.402	758.714
3	51957454	51974017	16563	-	ENSG00000090097.22	ENSG00000090097.22	PCBP4	protein_coding	OTTHUMG00000157366.34	HGNC:8652	1 | 2 | 3	---	2	0	17	1	83	56	57	3	10	20
1	192575763	192580025	4262	+	ENSG00000090104.12	ENSG00000090104.12	RGS1	protein_coding	OTTHUMG00000035598.4	HGNC:9991	2	---	4	1	87	2	313	1128	375	23	103	158
16	30092314	30096916	4602	-	ENSG00000090238.12	ENSG00000090238.12	YPEL3	protein_coding	OTTHUMG00000176853.2	HGNC:18327	2	---	10629.7	11779.1	20197	27719.7	21713.4	22213	18392.7	9561.83	12826	11236.3
7	141002610	141015229	12619	-	ENSG00000090263.16	ENSG00000090263.16	MRPS33	protein_coding	OTTHUMG00000157456.3	HGNC:16634	1 | 2	---	1	2	41	27	48	66	49	65	9	11
7	140690777	140722791	32014	+	ENSG00000090266.13	ENSG00000090266.13	NDUFB2	protein_coding	OTTHUMG00000157424.3	HGNC:7697	1 | 2	---	54.019	9.94146	165.861	61.6839	181.775	160.428	145.325	272.118	37.4296	88.2082
1	26900238	26946872	46634	+	ENSG00000090273.14	ENSG00000090273.14	NUDC	protein_coding	OTTHUMG00000004226.12	HGNC:8045	1 | 2	---	144	231	632	482	712	683	713	656.947	257	396
4	1289887	1340148	50261	+	ENSG00000090316.16	ENSG00000090316.16	MAEA	protein_coding	OTTHUMG00000160169.8	HGNC:13731	1 | 2	---	1959	2358.01	3303.99	3343.06	3533.01	4164.99	3145.01	1187	2114.01	1535
19	10271093	10286616	15523	+	ENSG00000090339.9	ENSG00000090339.9	ICAM1	protein_coding	OTTHUMG00000180403.3	HGNC:5344	2	---	4169.03	1165.6	7618.85	2866.01	2053.85	3151.42	2415.99	6868.29	1525	1147.54
19	46719511	46746995	27484	-	ENSG00000090372.15	ENSG00000090372.15	STRN4	protein_coding	OTTHUMG00000183432.6	HGNC:15721	1 | 2	---	1437.95	2186.95	4172.81	2092.97	4698.92	4832	4609.83	762	2313.88	2467.89
12	66189195	66254623	65428	+	ENSG00000090376.11	ENSG00000090376.11	IRAK3	protein_coding	OTTHUMG00000169002.2	HGNC:17020	2	---	5446.07	16925.2	5810.92	7454.06	2155.01	3411.97	2140	2834.02	1743	1008
12	69348381	69354235	5854	+	ENSG00000090382.7	ENSG00000090382.7	LYZ	protein_coding	OTTHUMG00000169342.3	HGNC:6740	1 | 2	---	4992.95	18652.2	120966	17320.5	29230.8	7246.86	29277.1	36622	10501	13344.5
1	20499448	20508152	8704	-	ENSG00000090432.7	ENSG00000090432.7	MUL1	protein_coding	OTTHUMG00000002838.3	HGNC:25762	2	---	383	294	1130	415	567	632	705	362	357	425
16	4257186	4273076	15890	-	ENSG00000090447.12	ENSG00000090447.12	TFAP4	protein_coding	OTTHUMG00000129435.4	HGNC:11745	1 | 2	---	0	4	10	17	21	20	21	10	11	2
15	65117379	65133809	16430	-	ENSG00000090470.15	ENSG00000090470.15	PDCD7	protein_coding	OTTHUMG00000133117.5	HGNC:8767	1 | 2	---	4	11	69	14	224	174	178	38	47	58
15	64963022	64990311	27289	-	ENSG00000090487.11	ENSG00000090487.11	SPG21	protein_coding	OTTHUMG00000133098.7	HGNC:20373	1 | 2	---	1899	1086	5111.05	1912	4230.99	4955.12	3990.05	1655	2079.99	2915.99
3	186567403	186585801	18398	+	ENSG00000090520.12	ENSG00000090520.12	DNAJB11	protein_coding	OTTHUMG00000156614.2	HGNC:14889	2	---	150	221	494.001	203	574.001	766	596	415.999	211.997	275.682
3	189956728	190122438	165710	-	ENSG00000090530.10	ENSG00000090530.10	P3H2	protein_coding	OTTHUMG00000156312.6	HGNC:19317	2	---	1	0	0	0	0	0	1	1	8	0
19	49474207	49486232	12025	+	ENSG00000090554.13	ENSG00000090554.13	FLT3LG	protein_coding	OTTHUMG00000186490.2	HGNC:3766	1 | 2	---	30.8893	0	77.6601	25	146.051	158.219	124.125	85.9398	39.9874	67
16	425649	523012	97363	+	ENSG00000090565.17	ENSG00000090565.17	RAB11FIP3	protein_coding	OTTHUMG00000047843.9	HGNC:17224	1 | 2 | 3	---	4	1	26	8	61	36	43	12	16	15
16	1351931	1365738	13807	+	ENSG00000090581.11	ENSG00000090581.11	GNPTG	protein_coding	OTTHUMG00000047835.7	HGNC:23026	2	---	221.259	252.49	904.622	588.591	808.107	855.603	1153.23	632.054	353.943	556.125
12	133181409	133214833	33424	+	ENSG00000090612.22	ENSG00000090612.22	ZNF268	protein_coding	OTTHUMG00000167946.10	HGNC:13061	1 | 2 | 3	---	6	15.9988	44.477	11.5129	95.9989	91	123	15	39	25
12	132768902	132829144	60242	-	ENSG00000090615.16	ENSG00000090615.16	GOLGA3	protein_coding	OTTHUMG00000168023.7	HGNC:4426	2	---	384.825	512.708	1032.97	721.459	1298.49	1525.07	1302.37	1022.65	433.556	497.077
1	39560709	39576791	16082	-	ENSG00000090621.15	ENSG00000090621.15	PABPC4	protein_coding	OTTHUMG00000009097.7	HGNC:8557	1 | 2	---	40	28	491	162	432	482	387	333	83	116
19	7739993	7747565	7572	-	ENSG00000090659.18	ENSG00000090659.18	CD209	protein_coding	OTTHUMG00000182530.4	HGNC:1641	1 | 2	---	0	0	2	0	1.22575	0	1	7	0	0
19	8206736	8262422	55686	+	ENSG00000090661.12	ENSG00000090661.12	CERS4	protein_coding	OTTHUMG00000172570.6	HGNC:23747	1 | 2	---	743.999	202	439	566.001	546	396	175	125	128	214
19	7522624	7534010	11386	+	ENSG00000090674.16	ENSG00000090674.16	MCOLN1	protein_coding	OTTHUMG00000182046.5	HGNC:13356	2	---	269.695	352	1153.71	854	851.697	883.979	658.871	292	320.911	362.886
1	21678298	21783607	105309	-	ENSG00000090686.16	ENSG00000090686.16	USP48	protein_coding	OTTHUMG00000007798.5	HGNC:18533	1 | 2 | 3	---	438	596	1113	591	1469	1487	1569	371	493	548
X	68829021	68842161	13140	+	ENSG00000090776.6	ENSG00000090776.6	EFNB1	protein_coding	OTTHUMG00000021751.2	HGNC:3226	2	---	1	3	25	15	37	20	41	39	16	18
16	70114332	70162538	48206	+	ENSG00000090857.14	ENSG00000090857.14	PDPR	protein_coding	OTTHUMG00000176963.4	HGNC:30264	2	---	85.9751	358.039	297.797	62.0963	665.42	705.575	1359.71	81	229.571	570.708
16	70251983	70289708	37725	-	ENSG00000090861.17	ENSG00000090861.17	AARS1	protein_coding	OTTHUMG00000177042.7	HGNC:20	1 | 2	---	6	9	87	20	137	149	115	81	39	29
16	74447427	74607145	159718	-	ENSG00000090863.12	ENSG00000090863.12	GLG1	protein_coding	OTTHUMG00000177174.6	HGNC:4316	2 | 3	---	554.999	955.998	1634	786	3724.97	3263.98	3510	607	1291	1504
X	70290104	70420887	130783	+	ENSG00000090889.12	ENSG00000090889.12	KIF4A	protein_coding	OTTHUMG00000021775.2	HGNC:13339	2	---	1	0	29	1	0	1	4	11	3	0
16	24610209	24827633	217424	+	ENSG00000090905.19	ENSG00000090905.19	TNRC6A	protein_coding	OTTHUMG00000096999.12	HGNC:11969	1 | 2	---	98	132	192	82	802.002	646	762	51	230	154
19	39412669	39428416	15747	+	ENSG00000090924.15	ENSG00000090924.15	PLEKHG2	protein_coding	OTTHUMG00000152570.8	HGNC:29515	1 | 2	---	50	34	137	223	44	50	37	111	37	3
19	55485188	55487569	2381	+	ENSG00000090971.5	ENSG00000090971.5	NAT14	protein_coding	OTTHUMG00000180854.4	HGNC:28918	2	---	23	15	64	46	21	16	23	31	14	23
12	122983480	123151091	167611	-	ENSG00000090975.14	ENSG00000090975.14	PITPNM2	protein_coding	OTTHUMG00000168845.4	HGNC:21044	2	---	6	0	19	12	40	63	27	12	8	9
4	55853648	55905087	51439	+	ENSG00000090989.18	ENSG00000090989.18	EXOC1	protein_coding	OTTHUMG00000102165.5	HGNC:30380	2	---	382.963	757.639	801.892	492.818	1395.21	1545.46	1447.78	493.768	716.349	607.742
5	146203605	146289224	85619	+	ENSG00000091009.8	ENSG00000091009.8	RBM27	protein_coding	OTTHUMG00000163436.5	HGNC:29243	2	---	359.754	578.884	600	155	1453.92	1582.74	1447.39	209	443.287	577.458
5	146338839	146341729	2890	+	ENSG00000091010.6	ENSG00000091010.6	POU4F3	protein_coding	OTTHUMG00000129684.4	HGNC:9220	2	---	2	0	0	0	9	1	5	0	1	2
12	76351797	76559810	208013	-	ENSG00000091039.17	ENSG00000091039.17	OSBPL8	protein_coding	OTTHUMG00000169876.3	HGNC:16396	2 | 3	---	5982.09	12159.4	4933.91	1979.02	20060.9	20166.5	13659.1	1182.01	6192.84	5885.9
7	76461676	76505996	44320	+	ENSG00000091073.20	ENSG00000091073.20	DTX2	protein_coding	OTTHUMG00000162594.3	HGNC:15973	1 | 2	---	410.24	688.664	872.471	849.154	1373.24	1323.31	1030.3	579.851	532.615	592.888
2	32224453	32265733	41280	-	ENSG00000091106.19	ENSG00000091106.19	NLRC4	protein_coding	OTTHUMG00000152107.8	HGNC:16412	2	---	1201.51	2489.59	1617.53	1545.81	1474.51	1586.04	840.795	266.345	802.97	534.31
7	105439661	105522272	82611	-	ENSG00000091127.14	ENSG00000091127.14	PUS7	protein_coding	OTTHUMG00000157399.3	HGNC:26033	2	---	4	1	25	4	26	44	45	4	14	14
7	108147623	108456718	309095	-	ENSG00000091129.22	ENSG00000091129.22	NRCAM	protein_coding	OTTHUMG00000154973.12	HGNC:7994	1 | 2 | 3	---	0	1	1	0	21	42	8	0	1	3
7	107923799	108003214	79415	-	ENSG00000091136.15	ENSG00000091136.15	LAMB1	protein_coding	OTTHUMG00000149966.4	HGNC:6486	1 | 2	---	24	84	36	21	79	96	68	18	32	18
7	107660828	107717810	56982	+	ENSG00000091137.14	ENSG00000091137.14	SLC26A4	protein_coding	OTTHUMG00000154807.6	HGNC:8818	2	---	1	0	2	3	1	1	2	0	1	0
7	107891162	107931731	40569	+	ENSG00000091140.15	ENSG00000091140.15	DLD	protein_coding	OTTHUMG00000154813.4	HGNC:2898	2	---	510	308	730.999	337	831	991.002	936.999	345	368	301
18	56651343	57029812	378469	+	ENSG00000091157.15	ENSG00000091157.15	WDR7	protein_coding	OTTHUMG00000132721.7	HGNC:13490	1 | 2	---	59	131	180.194	37	492	546.001	514.23	53	147	196.837
18	56597209	56651601	54392	-	ENSG00000091164.13	ENSG00000091164.13	TXNL1	protein_coding	OTTHUMG00000132722.7	HGNC:12436	2	---	373	241	1094.34	461.001	697	888.998	909.083	611.002	274	394.163
3	3066324	3126614	60290	-	ENSG00000091181.20	ENSG00000091181.20	IL5RA	protein_coding	OTTHUMG00000090245.6	HGNC:6017	1 | 2 | 3	---	2	39	542	2	7795.07	5181.93	4544.02	146	742.999	971
16	16149565	16223523	73958	-	ENSG00000091262.17	ENSG00000091262.17	ABCC6	protein_coding	OTTHUMG00000129967.5	HGNC:57	2	---	76.9632	89	58.6258	57	111.976	85.9979	66	23	50.7066	36.7691
3	32481312	32502853	21541	-	ENSG00000091317.8	ENSG00000091317.8	CMTM6	protein_coding	OTTHUMG00000130747.3	HGNC:19177	2	---	7044.51	10081.8	12062.1	3908	24841.6	29071.9	27929.9	3127	12545.7	15718
2	172427354	172506460	79106	+	ENSG00000091409.16	ENSG00000091409.16	ITGA6	protein_coding	OTTHUMG00000132277.6	HGNC:6142	2	---	413	106	698.999	238	2073.01	1864.01	1141	140	271	281
2	173075435	173268016	192581	+	ENSG00000091436.17	ENSG00000091436.17	MAP3K20	protein_coding	OTTHUMG00000132297.8	HGNC:17797	2 | 3	---	209	594.98	367	251	191	555	269	181	255	44
1	241497511	241519800	22289	-	ENSG00000091483.8	ENSG00000091483.8	FH	protein_coding	OTTHUMG00000039597.3	HGNC:3700	2	---	17	5	92	25	55	88	70	94	19	24
4	25747433	25863761	116328	-	ENSG00000091490.11	ENSG00000091490.11	SEL1L3	protein_coding	OTTHUMG00000160331.6	HGNC:29108	1 | 2	---	241	138	571.001	51	154	224	125	41	71	79
3	133746040	133796642	50602	+	ENSG00000091513.16	ENSG00000091513.16	TF	protein_coding	OTTHUMG00000150356.5	HGNC:11740	1 | 2	---	3	2	1	5	4	1	0	2	0	0
3	133573686	133590262	16576	+	ENSG00000091527.17	ENSG00000091527.17	CDV3	protein_coding	OTTHUMG00000159764.13	HGNC:26928	1 | 2	---	3658.01	3792.99	10152.4	3990	6765.07	8165.74	6637.19	2596.02	2626.01	2394.99
17	18108756	18179803	71047	+	ENSG00000091536.20	ENSG00000091536.20	MYO15A	protein_coding	OTTHUMG00000059390.14	HGNC:7594	1 | 2	---	2	4	3	0	10	6	6	5	4	4
17	18183078	18209955	26877	+	ENSG00000091542.9	ENSG00000091542.9	ALKBH5	protein_coding	OTTHUMG00000059397.6	HGNC:25996	1 | 2	---	704.891	494.832	2265.88	928.959	1735.99	1459	1917.59	570	486.001	953.621
17	5499415	5619425	120010	-	ENSG00000091592.17	ENSG00000091592.17	NLRP1	protein_coding	OTTHUMG00000132419.9	HGNC:14374	2	---	2049.31	5427.92	5364.01	3450.33	12542.3	25001.2	19242.4	2246.22	12785.5	4501.08
17	6451263	6556556	105293	-	ENSG00000091622.16	ENSG00000091622.16	PITPNM3	protein_coding	OTTHUMG00000102039.4	HGNC:21043	1 | 2	---	0	11	4	3	23	9	13	0	9	5
17	4959226	4967818	8592	-	ENSG00000091640.8	ENSG00000091640.8	SPAG7	protein_coding	OTTHUMG00000177733.2	HGNC:11216	1 | 2	---	153	125	503.999	362	363	395	414	397.001	125	184
16	46689643	46698395	8752	+	ENSG00000091651.9	ENSG00000091651.9	ORC6	protein_coding	OTTHUMG00000132539.5	HGNC:17151	2	---	0	5	32	3	2	6	11	7	0	2
8	76681239	76867282	186043	+	ENSG00000091656.19	ENSG00000091656.19	ZFHX4	protein_coding	OTTHUMG00000164557.7	HGNC:30939	2	---	0	0	1	0	4	0	3	1	2	0
